1
201
2
0	0
0.005	0
0.01	0
0.015	0
0.02	0
0.025	0
0.03	0
0.035	0
0.04	0
0.045	0
0.05	0
0.055	0
0.06	0
0.065	0
0.07	0
0.075	0
0.08	0
0.085	0
0.09	0
0.095	0
0.1	0
0.105	0
0.11	0
0.115	0
0.12	0
0.125	0.0000000001025992668
0.13	0.0000000001691575935
0.135	0.0000000002788937225
0.14	0.0000000004598180125
0.145	0.0000000007581117379
0.15	0.000000001249914948
0.155	0.000000002060761361
0.16	0.00000000339762109
0.165	0.00000000560173016
0.17	0.000000009235691668
0.175	0.0000000152270813
0.18	0.00000002510521283
0.185	0.00000004139149839
0.19	0.0000000682430438
0.195	0.0000001125137578
0.2	0.0000001855038256
0.205	0.0000003058441027
0.21	0.0000005042516766
0.215	0.0000008313704619
0.22	0.000001370698156
0.225	0.000002259899183
0.23	0.000003725943793
0.235	0.000006143042619
0.24	0.00001012816458
0.245	0.00001669851917
0.25	0.00002753120042
0.255	0.00004539126674
0.26	0.00007483752249
0.265	0.0001233861486
0.27	0.0002034291868
0.275	0.0003353975356
0.28	0.0005529757142
0.285	0.0009116991883
0.29	0.001503127966
0.295	0.0024782122
0.3	0.004085808183
0.305	0.006736160476
0.31	0.01110551184
0.315	0.01830842802
0.32	0.03018151174
0.325	0.04975007732
0.33	0.0819946075
0.335	0.1351064031
0.34	0.2225360841
0.345	0.3663123944
0.35	0.6023565832
0.355	0.9888248368
0.36	1.618758897
0.365	2.638100768
0.37	4.268328586
0.375	6.827236202
0.38	10.72826298
0.385	16.41829714
0.39	24.20472792
0.395	33.97866019
0.4	45
0.405	56.02133981
0.41	65.79527208
0.415	73.58170286
0.42	79.27173702
0.425	83.1727638
0.43	85.73167141
0.435	87.36189923
0.44	88.3812411
0.445	89.01117516
0.45	89.39764342
0.455	89.63368761
0.46	89.77746392
0.465	89.8648936
0.47	89.91800539
0.475	89.95024992
0.48	89.96981849
0.485	89.98169157
0.49	89.98889449
0.495	89.99326384
0.5	89.99591419
0.505	89.99752179
0.51	89.99849687
0.515	89.9990883
0.52	89.99944702
0.525	89.9996646
0.53	89.99979657
0.535	89.99987661
0.54	89.99992516
0.545	89.99995461
0.55	89.99997247
0.555	89.9999833
0.56	89.99998987
0.565	89.99999386
0.57	89.99999627
0.575	89.99999774
0.58	89.99999863
0.585	89.99999917
0.59	89.9999995
0.595	89.99999969
0.6	89.99999981
0.605	89.99999989
0.61	89.99999993
0.615	89.99999996
0.62	89.99999997
0.625	89.99999998
0.63	89.99999999
0.635	89.99999999
0.64	90
0.645	90
0.65	90
0.655	90
0.66	90
0.665	90
0.67	90
0.675	90
0.68	90
0.685	90
0.69	90
0.695	90
0.7	90
0.705	90
0.71	90
0.715	90
0.72	90
0.725	90
0.73	90
0.735	90
0.74	90
0.745	90
0.75	90
0.755	90
0.76	90
0.765	90
0.77	90
0.775	90
0.78	90
0.785	90
0.79	90
0.795	90
0.8	90
0.805	90
0.81	90
0.815	90
0.82	90
0.825	90
0.83	90
0.835	90
0.84	90
0.845	90
0.85	90
0.855	90
0.86	90
0.865	90
0.87	90
0.875	90
0.88	90
0.885	90
0.89	90
0.895	90
0.9	90
0.905	90
0.91	90
0.915	90
0.92	90
0.925	90
0.93	90
0.935	90
0.94	90
0.945	90
0.95	90
0.955	90
0.96	90
0.965	90
0.97	90
0.975	90
0.98	90
0.985	90
0.99	90
0.995	90
1	90
